訓練單位名稱,縣市別辦訓地,課程代碼,課程名稱,訓練時數,訓練人次,每人訓練費用,開訓日期,結訓日期
北訓電腦有限公司附設職業訓練中心,高雄市,156860,視覺化網頁與JS互動元件設計實務班,36,20,6840,20240819,20240930
北訓電腦有限公司附設職業訓練中心,高雄市,156861,Python與物聯網MicroPython應用實務班,42,20,8730,20240903,20241024
長榮大學,高雄市,156868,IoT感測控制及視覺分析開發班,36,20,8500,20240818,20240922
輔英科技大學,高雄市,156875,Python網路爬蟲與資料分析班,42,25,7960,20240907,20241019
新高市廣告代理業職業工會,高雄市,156884,混合雲端平台的廣告產業應用實務班,47,13,8910,20241203,20250109
精誠資訊股份有限公司附設職業訓練中心,高雄市,156892,Python資料處理實務班,36,25,6350,20240817,20240928
精誠資訊股份有限公司附設職業訓練中心,高雄市,156893,AI深度學習實務班,42,25,7200,20240820,20241008
精誠資訊股份有限公司附設職業訓練中心,高雄市,156894,Power BI商業智慧數據分析實務班,36,25,6350,20240910,20241024
國立高雄科技大學,高雄市,156898,零碳建築學士學分班,36,40,6830,20240914,20241019
國立高雄科技大學,高雄市,156902,零碳建築學士學分班,36,40,6830,20241026,20241130
國立高雄科技大學,高雄市,156903,西門子系列可程式控制學士學分班,42,40,8800,20241012,20241123
國立高雄科技大學,高雄市,156904,組織溫室氣體排放量查證學士學分班,36,30,8000,20240914,20241019
國立高雄科技大學,高雄市,156905,人工智慧影像處理應用碩士學分班,54,15,12000,20240817,20241012
國立高雄科技大學,高雄市,156906,三菱Q系列可程式控制進階學士學分班,42,25,8800,20240831,20241005
國立高雄科技大學,高雄市,156907,BIM REVIT建築工程審查報告書實務班,36,30,8800,20241006,20241103
國立高雄科技大學,高雄市,156908,Python程式設計與網路爬蟲學士學分班,36,30,8000,20240831,20241005
國立高雄科技大學,高雄市,156910,雷雕想像刻畫創意之智慧製造實作與應用學士學分班,36,20,8800,20240907,20241012
社團法人台灣產學研合作發展策進會,高雄市,156926,AI數位創新行銷班,35,20,6610,20240817,20240914
社團法人台灣產學研合作發展策進會,高雄市,156927,ASP.NET Core MVC資料庫應用程式開發實務班,42,25,7930,20240831,20241005
財團法人中國生產力中心附設高雄服務處,高雄市,156929,企業永續碳管理實務班,24,30,6000,20240907,20241019
社團法人台灣創造活動發展協會,高雄市,156938,Python影像辨識與生成式AI應用班,42,23,6930,20240817,20240928
社團法人台灣創造活動發展協會,高雄市,156939,AI邊緣運算無人機應用設計實務班,48,25,8640,20240818,20241006
社團法人台灣創造活動發展協會,高雄市,156940,Python大數據分析應用設計實務班,42,23,6930,20240907,20241019
高雄市太陽能設備裝修職業工會,高雄市,156948,光電儲能產業與產品永續管理實務班,49,25,7900,20240810,20240921
高雄市太陽能設備裝修職業工會,高雄市,156949,太陽光電案場開發班,49,20,9270,20240811,20240922
社團法人中華成人教育認證協會,高雄市,156973,ChatGPT與Line BOT智慧助手實務班,42,20,7890,20240804,20240908
社團法人中華成人教育認證協會,高雄市,156974,物聯網整合開發與影像辨識實務班,42,20,8880,20240905,20241212
社團法人中華成人教育認證協會,高雄市,156975,Python統計大數據分析應用班,42,20,7910,20240804,20240908
社團法人中華成人教育認證協會,高雄市,156976,AI與ChatGPT自動化工具實務運用班,42,20,7840,20240908,20241020
社團法人高雄市夢想城市發展協會,高雄市,156983,雲端與物聯網資訊安全實務應用班,42,21,7620,20240827,20241203
社團法人高雄市夢想城市發展協會,高雄市,156985,ESG永續策略管理人才培訓班,42,22,7840,20240907,20241012
南臺學校財團法人南臺科技大學,臺南市,156991,工業設計SolidWorks 3D繪圖實務班,54,25,7500,20240907,20241102
社團法人台南市資訊軟體協會,臺南市,156997,大數據資料自動化EXCEL VBA分析實務設計班,42,22,7950,20240824,20241005
崑山科技大學,臺南市,156998,三菱Q系列可程式進階班,56,25,10510,20241214,20250215
崑山科技大學,臺南市,157001,AI生成式LineBOT 智慧客服小幫手應用班,30,16,7520,20240929,20241027
崑山科技大學,臺南市,157003,React Native跨平台行動應用程式設計基礎實作班,30,15,7420,20240824,20240921
崑山科技大學,臺南市,157004,三菱Q系列可程式基礎A班,49,25,9560,20240831,20241012
淡江大學學校財團法人淡江大學,臺北市,157011,乙級廢(污)水處理專責人員學士學分班,74,35,18000,20240818,20240929
淡江大學學校財團法人淡江大學,臺北市,157017,創新經濟AI行銷數據分析與資料視覺化學士學分班,54,36,8910,20240905,20241119
社團法人中華企業資源交流協會,臺南市,157018,資安系統專業人才培訓班,30,24,5520,20240907,20241005
社團法人嘉義縣原住民多元永續發展協會,嘉義縣,157020,Python程式應用班,54,20,9500,20240824,20240921
訊亞企業股份有限公司附設職業訓練中心,臺南市,157044,商業大數據可視化AI智能分析班,54,22,8910,20240802,20241004
社團法人台灣產業人才培育協會,臺南市,157056,Python大數據分析與網路爬蟲實務班,42,25,7960,20250108,20250416
社團法人台灣產業人才培育協會,臺南市,157058,Solidworks智慧機構設計繪圖班,45,25,8530,20240924,20241114
社團法人中華民國珠寶金飾研究會,臺南市,157069,3D列印珠寶建模設計A班,47,25,11730,20240904,20241023
中國文化大學,臺北市,157072,AI人工智慧與自然語言應用班,42,30,7770,20240901,20241013
伽碩企業有限公司附設職業訓練中心,臺南市,157073,PLC三菱Q系列可程式控制班,47,20,8900,20240805,20240913
中國文化大學,臺北市,157074,應用AI打造智能高效行銷班,18,30,3330,20240907,20240921
伽碩企業有限公司附設職業訓練中心,臺南市,157089,生成式AI與Python社群營運實務班,45,20,8530,20240824,20241026
北訓資訊有限公司附設職業訓練中心,臺南市,157093,Python 網路爬蟲與資料視覺化設計進階班,45,15,8270,20240805,20240925
北訓資訊有限公司附設職業訓練中心,臺南市,157094,EXCEL VBA大數據分析邁向自動化實務班,42,15,7700,20240810,20241005
實踐大學,臺北市,157104,AWS雲計算之人工智慧與機器學習班,30,25,6230,20240903,20241112
實踐大學,臺北市,157106,AWS雲計算實務班,36,25,7480,20240905,20241128
實踐大學,臺北市,157120,GA數據分析與行銷決策實戰班,36,25,7480,20240817,20240928
銘傳大學,臺北市,157141,Kubernetes 企業 DevOps實戰班,42,25,7770,20240901,20241013
財團法人中國生產力中心附設台南服務處,臺南市,157148,ESG 導入實務A班,30,30,6000,20240824,20240928
財團法人中國生產力中心附設台南服務處,臺南市,157149,智動化PLC-FX5U與智慧型人機介面系統整合操作實務基礎班,36,15,13500,20240901,20240928
台北市商業會,臺北市,157163,企業運用手機導入AI工作應用實務班,24,30,4330,20240904,20241023
國立臺灣科技大學,臺北市,157168,碳盤查實務班,18,36,5460,20240817,20240831
臺南市總工業會,臺南市,157204,射出成型智慧製造與數位管理應用實務班,30,20,5690,20240824,20240921
臺南市總工業會,臺南市,157205,ESG永續發展碳盤查內部稽核人員訓練班,42,20,7960,20240907,20241012
中華民國全國商業總會,臺北市,157215,GA4網站大數據暨電子商務經營管理實務班,42,23,7950,20240820,20241008
中華民國全國商業總會,臺北市,157221,AI工具應用與電子商務經營實作班,24,23,4550,20240902,20240930
台北市電器商業同業公會,臺北市,157222,微控板IOT車隊管理整合平臺應用實務班,48,38,8200,20240907,20241109
台北市電器商業同業公會,臺北市,157224,Python進階實務應用班,48,38,7680,20240817,20241005
台北市電器商業同業公會,臺北市,157225,GitLab X DevOps應用實作班,48,36,7680,20240907,20241102
台北市電器商業同業公會,臺北市,157227,Python+Django網頁建置班,48,38,7680,20240901,20241027
全國勞工聯合總工會,臺北市,157241,VMware vSphere伺服器虛擬化進階實務班,47,22,8500,20240831,20241012
亞東學校財團法人亞東科技大學,新北市,157248,LabVIEW程式自動化整合應用班,54,12,9240,20240831,20240929
華梵大學,臺北市,157253,資訊安全風險與管理基礎班,54,30,8910,20240901,20241027
臺灣職能訓練產業工會,臺北市,157260,Python大數據金融股票期貨網路爬蟲資料分析實務班,54,30,8640,20240901,20241027
臺灣職能訓練產業工會,臺北市,157272,Python Line Bot機器人與資料庫整合實務班,45,30,8280,20240903,20241022
臺灣職能訓練產業工會,臺北市,157278,以Python融合AI ChatGPT打造Line Bot實務班,54,30,8910,20240831,20241012
社團法人中華勞動力職能發展協會,新北市,157288,Python程式設計與樹莓派(pico_w)物聯網運用實務班,54,30,8380,20240831,20241026
社團法人台灣產業人才培育協會,新北市,157297,電商數位廣告投放與數據應用實作班,36,30,5680,20240910,20241024
新北市美工編輯設計職業工會,臺北市,157302,iPAS初級物聯網應用工程師培訓班,54,22,8910,20240906,20241112
台灣機械業工會聯合會,新北市,157308,ChatGPT輔助EXCEL VBA網路爬蟲與圖表繪製班,42,25,7960,20250108,20250423
大臺北產職業聯合總工會,新北市,157314,LINE官方帳號行銷模組與Python機器人爬蟲應用實務班,60,26,9900,20241223,20250306
財團法人自強工業科學基金會,臺北市,157320,Python與大數據資料庫應用實務班,30,20,5670,20240901,20240929
財團法人自強工業科學基金會,臺北市,157323,車載感測器及汽車電子聯網關鍵技術應用班,30,20,5670,20240815,20241024
社團法人台灣公共職業訓練國際交流暨發展協會,臺中市,157340,ENMS能源管理訓練班,42,22,7930,20240813,20240926
彰化縣職業總工會,彰化縣,157350,企業淨零碳排基礎能力訓練班,24,20,4550,20240810,20240831
苗栗縣工業會,苗栗縣,157359,CNC電腦數值控制銑床專班,144,16,32070,20240804,20241201
朝陽科技大學,臺中市,157362,碳足跡評估與實作進階班,30,30,5800,20240907,20241005
社團法人中華樂活數位教育協會,新竹縣,157365,ESG永續行動與影響力系統化管理實務班,30,26,5400,20240805,20241111
財團法人中華民國電腦技能基金會,臺北市,157371,Excel、Python結合AIGC協作開發實務班,47,30,8600,20240831,20241019
逢甲大學,臺中市,157374,Excel VBA大數據分析應用班,42,25,7930,20240907,20241019
逢甲大學,臺中市,157375,Solidworks 3D電腦輔助設計實務班,54,25,9240,20240908,20241103
弘光科技大學,臺中市,157380,泰語商務經貿會話班,36,20,7120,20240831,20241123
弘光科技大學,臺中市,157381,商業越南語專業會話班,42,20,8040,20240908,20241201
財團法人鞋類暨運動休閒科技研發中心,臺中市,157384,袋包數位化技術應用與智慧化製程解析操作實務班,66,18,13400,20241027,20250104
財團法人鞋類暨運動休閒科技研發中心,臺中市,157385,製造業綠色工廠前期規劃及應用班,18,20,4770,20240817,20240907
財團法人鞋類暨運動休閒科技研發中心,臺中市,157386,智慧產線建置與自動化倉儲結合實務班,18,18,5250,20240907,20240915
財團法人鞋類暨運動休閒科技研發中心,臺中市,157387,職位能力評價設計ChatGPT實作班,24,18,6150,20240908,20240929
財團法人中國生產力中心附設中區服務處,臺中市,157391,Solid Edge 電腦輔助製圖研析班,54,15,10150,20240907,20241020
財團法人中國生產力中心附設中區服務處,臺中市,157392,SCARA工業機械手臂操作與應用班,18,16,3950,20240825,20240908
財團法人中國生產力中心附設中區服務處,臺中市,157393,PLC與感測器整合應用實務班,30,20,6850,20240815,20240919
財團法人中國生產力中心附設中區服務處,臺中市,157394,數位虛擬工廠與西門子PLC虛實整合控制實務班,54,20,11310,20240901,20241110
財團法人中國生產力中心附設中區服務處,臺中市,157397,Python深度學習與AIoT應用班,48,20,9920,20240928,20241130
財團法人中國生產力中心附設中區服務處,臺中市,157398,NX CAM多軸加工模擬訓練班,30,14,7550,20240907,20240921
財團法人中國生產力中心附設中區服務處,臺中市,157399,PLC智慧感測通訊結合MQTT應用實務班,54,20,10610,20240909,20241023
中原大學,桃園市,157410,溫室氣體盤查及報告書撰寫培訓班,24,30,4440,20240824,20240914
中原大學,桃園市,157411,Python網路爬蟲與大數據視覺化分析班,42,18,7950,20240829,20241205
中原大學,桃園市,157412,AutoCAD繪圖與3D列印建模班,42,18,7950,20240904,20241204
中原大學,桃園市,157413,SolidWorks繪圖與3D列印實務班,42,18,7950,20240907,20241019
中原大學,桃園市,157414,Python與AI大型語言模型開發班,42,18,7950,20240908,20241020
健行學校財團法人健行科技大學,桃園市,157435,產業導入Mastercam2D銑床高速加工編程實務班,54,19,10510,20240818,20241006
社團法人中華民國數位科技推廣協會,臺中市,157439,電商網頁人才培訓班,42,25,7380,20240826,20241009
健行學校財團法人健行科技大學,桃園市,157449,人工智慧TensorFlow影像辨識開發實務班,42,20,7470,20240818,20240929
健行學校財團法人健行科技大學,桃園市,157450,Linux樹莓派物聯網IoT數位家庭智慧城市科技實務班,42,19,10540,20240824,20241005
社團法人台灣新興產業人才培育協會,桃園市,157459,新南向商務越語會話班,45,19,8530,20240907,20241026
財團法人元智大學,桃園市,157463,UX-PM 使用者體驗與企業專案規劃班,42,25,7090,20240824,20240928
財團法人元智大學,桃園市,157464,溫室氣體盤查內部查證人員實務培訓班,18,35,3060,20240824,20240907
社團法人台灣創造活動發展協會,桃園市,157466,3D列印設計與成品製造班,54,20,9680,20240825,20241020
社團法人台灣創造活動發展協會,桃園市,157467,SolidWorks機械設計訓練班,54,23,8910,20240817,20241012
財團法人自強工業科學基金會,新竹市,157469,ISO 13485醫療器材品質管理系統內部稽核及文件管制人員實務班,30,22,5690,20240901,20240929
桃園市工業會,桃園市,157485,CNC電腦數值控制銑床專班,144,16,31250,20240817,20241201
桃園市工業會,桃園市,157488,數位製造企業資源規劃(ERP)實務班,30,20,5660,20241102,20241130
桃園市工業會,桃園市,157490,Excel資料分析與Power BI大數據資料庫應用班,36,20,5940,20240819,20240930
桃園市工業會,桃園市,157493,泰國勞動法、社保法與個人所得稅法解析實務訓練班,18,20,3400,20240817,20240831
社團法人新竹市職訓教育協會,新竹市,157494,視窗GUI專案Python程式設計班,45,20,8500,20240904,20241007
社團法人新竹市職訓教育協會,新竹市,157499,無線控制與Arduino微控制器整合應用訓練班,45,20,8900,20241210,20250204
社團法人新竹市職訓教育協會,新竹市,157500,智慧自動化與邏輯電路設計應用班,45,20,8900,20240921,20241116
社團法人新竹市職訓教育協會,新竹市,157504,Python機器學習應用設計訓練班,45,20,8500,20240907,20241109
社團法人新竹市職訓教育協會,新竹市,157507,SolidWorks智能組件(CAE應用與VBA巨集程式)設計班,45,20,8500,20240901,20241103
社團法人台灣創造活動發展協會,臺中市,157519,3D列印設計與成品製造班,54,20,9680,20240907,20241102
社團法人台灣創造活動發展協會,臺中市,157520,翱翔天際：無人機飛行訓練班,54,24,10410,20240908,20241103
社團法人新竹市職訓教育協會,新竹市,157522,SolidWorks 3D製圖塑膠模具設計班,45,20,8500,20240810,20241005
東海大學,臺中市,157523,Python 網路爬文與數據處理AI應用班,48,25,7900,20240825,20241013
社團法人中華樂活數位教育協會,臺中市,157526,Python與ChatGpt網路爬蟲實務班,30,26,5420,20240911,20241011
社團法人新竹市職訓教育協會,新竹市,157528,SolidWorks設計製圖與3D列印模型製造班,45,20,8900,20240827,20241029
社團法人新竹市職訓教育協會,新竹市,157529,SolidWorks智能機械參數設計人才培訓班,45,20,8500,20241129,20250103
國立暨南國際大學,臺中市,157531,從零開始的自媒體數位經濟經營管理與大數據分析班,32,22,6400,20241214,20241217
國立暨南國際大學,臺中市,157532,從業人員的自媒體數位經濟經營管理與大數據分析班,32,22,6400,20250111,20250114
國立暨南國際大學,臺中市,157533,從業人員的自媒體流量內容創作班,32,22,6400,20250308,20250311
臺灣總工會,臺中市,157537,資通安全管理系統建置實務班,48,20,48000,20240830,20241004
社團法人中華民國不動產包租代管房東房客教育訓練協會,臺南市,157590,不動產經紀人專業A班,112,14,18480,20240814,20241113
中華民國不動產代銷經紀商業同業公會全國聯合會,臺南市,157592,民法與信託法專業訓練班,47,18,8600,20240818,20241006
社團法人台南市不動產經紀人員協會,臺南市,157594,土地法暨土地稅法訓練班,54,18,8900,20240822,20241016
社團法人台南市不動產經紀人員協會,臺南市,157595,國土計畫法應用實務班,30,18,5500,20240906,20241115
社團法人台灣多元訓練推廣協會,嘉義市,157597,複合媒材泥塑傢飾藝品班,49,20,9740,20240817,20240928
社團法人台灣多元訓練推廣協會,嘉義市,157598,糖霜餅乾造型創作班,49,20,9870,20240907,20241019
社團法人台灣物業管理產業協會,臺南市,157604,室內裝修工程與品質檢驗管理專業人才培訓班,69,20,11380,20240826,20241016
社團法人臺南市新東民俗文化發展協會,臺南市,157612,農業園藝植栽班,54,22,8680,20240907,20241109
社團法人臺南市體育運動舞蹈協會,臺南市,157614,拉丁恰恰及華爾滋舞蹈培訓班,54,22,8680,20240908,20241103
社團法人臺南市體育運動舞蹈協會,臺南市,157615,拉丁舞蹈訓練班,54,22,8680,20240819,20241216
社團法人臺南市體育運動舞蹈協會,臺南市,157616,摩登舞蹈訓練班,54,22,8680,20240820,20241217
社團法人臺灣養生創意美食發展協會,嘉義縣,157617,農產加工加值班,90,25,18560,20240821,20241127
財團法人中國生產力中心附設南雲服務處,雲林縣,157619,職業衛生管理師59小時抵充訓練班,59,20,9730,20240906,20241006
財團法人中國生產力中心附設南雲服務處,雲林縣,157620,職場Excel函數活用效率提升班,36,18,6830,20240907,20241026
嘉義市餐飲業職業工會附設職業訓練中心,嘉義市,157621,星級饗宴歐洲鄉村料理訓練班,66,30,13610,20240821,20241009
台南市文化創意美學職業工會,臺南市,157624,文創門市Line@、ChatGPT 與短影音入門班,54,24,8600,20240904,20241030
嘉義市職業總工會,嘉義市,157627,幸福烘焙訓練班,60,30,12370,20240820,20241031
嘉義市職業總工會,嘉義市,157628,現代生活手作花藝訓練班,63,30,14030,20240827,20241108
臺南市月嫂服務人員職業工會,臺南市,157629,產後修復及按摩實務班,42,22,7930,20240818,20240929
臺南市月嫂服務人員職業工會,臺南市,157630,嬰幼兒專業照護實務班,35,24,6800,20240901,20240921
臺南市園藝花卉產業工會,臺南市,157632,花藝設計班,47,25,12020,20240828,20241211
社團法人台南市復健青年勵進會,臺南市,157635,簡約皮件製版應用班,72,26,15990,20240907,20241130
社團法人台南市復健青年勵進會,臺南市,157636,實用生活皮件手作班,72,26,15990,20240910,20241203
中華民國經絡鬆筋整體健康協會,臺南市,157638,經絡調理手技與牛角輔具應用課程班,97,20,16790,20240901,20241208
中華民國經絡鬆筋整體健康協會,臺南市,157639,傳統整復推拿技術員手法課程班,110,20,19020,20240907,20241214
大台南指甲彩繪美容職業工會,臺南市,157641,沙龍凝膠美甲實務班,84,20,19400,20240907,20241130
台灣省工礦安全衛生技師公會附設台南職業訓練中心,臺南市,157642,職業安全衛生管理員訓練班,115,25,14500,20240819,20240930
中華民國港口總工會,臺南市,157648,營業用動力小船駕駛訓練班,96,23,18100,20240906,20241006
吳鳳學校財團法人吳鳳科技大學,嘉義縣,157649,淨零碳規劃管理人員訓練A班,32,25,4600,20240907,20240915
台南市各業工人聯合會,臺南市,157651,皮雕創意工藝初階班,66,30,13300,20240824,20241109
台南市各業工人聯合會,臺南市,157652,皮雕創意工藝進階班,66,30,13300,20240825,20241117
北訓資訊有限公司附設職業訓練中心,臺南市,157657,Python語言程式設計班,45,15,8320,20240827,20241022
北訓資訊有限公司附設職業訓練中心,臺南市,157658,Python操作試算表自動化處理班,45,15,8320,20240906,20241220
社團法人中華國際文創交流協會,臺南市,157668,實用日本語會話訓練班,42,24,7960,20240907,20241207
中國勞工安全衛生管理學會附設南科職業訓練中心,臺南市,157671,甲種職業安全衛生業務主管D班,42,40,6930,20240820,20240905
社團法人中華整體造型技能培訓協會,臺南市,157673,整體美髮實務班,105,24,21970,20240902,20241216
社團法人中華整體造型技能培訓協會,臺南市,157674,整體美髮造型實務班,77,25,17700,20240905,20241114
社團法人台南市珠寶金飾學術研究會,嘉義市,157676,天然寶石飾品設計實作班,47,25,11970,20240902,20241021
中華民國勞動災害防止協會附設嘉義職業訓練中心,嘉義市,157681,三公噸以上固定式起重機操作訓練C班,38,15,7000,20240824,20240901
宏大事業股份有限公司附設職業訓練中心,臺南市,157687,不動產經紀人法規訓練班,78,24,12870,20240815,20241114
宏大事業股份有限公司附設職業訓練中心,臺南市,157688,就業服務人力仲介及管理A班,30,24,5670,20240820,20241029
宏大事業股份有限公司附設職業訓練中心,臺南市,157689,建築經營自地自建管理班,45,25,8530,20240909,20241031
社團法人臺南市終身學習推廣教育協會,臺南市,157693,影音創作剪輯實戰班,45,25,8530,20240910,20241224
社團法人中華巨倫人才培訓協會,臺南市,157700,西班牙語入門班,47,18,8910,20240904,20241218
文藻學校財團法人文藻外語大學,臺南市,157703,實用日語會話假日班,45,16,5700,20240831,20241221
社團法人中華民國不動產教育平台訓練協會,臺南市,157714,地政士專業班,136,16,22440,20240907,20241228
社團法人中華民國勞工志願服務協會,臺南市,157716,節慶氣球佈置實務班,47,16,12020,20240831,20241026
社團法人中華民國勞工志願服務協會,臺南市,157717,Google雲端行動辦公室班,24,12,4550,20240907,20240928
國立臺南大學,臺南市,157719,越南語進階V1班,45,15,6000,20240907,20241228
社團法人中華國際企業培訓師協會,臺南市,157722,會計入門實務班,30,22,5670,20240817,20240921
社團法人中華國際企業培訓師協會,臺南市,157723,預算入門實務班,30,22,5670,20240818,20240922
社團法人中華勞動力職能發展協會,臺南市,157727,領隊導遊人員實務班,36,20,6730,20240831,20241005
雲林縣不動產仲介經紀商業同業公會,雲林縣,157728,共有不動產處分實務班,30,20,5500,20240905,20241003
臺南市電腦商業同業公會,臺南市,157731,文創設計電腦應用班,45,20,8370,20240909,20241030
社團法人中華藝能文創協會,臺南市,157733,手機拍攝技巧應用班,30,18,5500,20240905,20241114
社團法人台南市勞工志願服務協會,臺南市,157736,花藝空間設計班,47,30,12020,20240823,20241220
社團法人台南市勞工志願服務協會,臺南市,157737,竹編花藝設計班,47,16,11580,20240825,20241027
社團法人中華技職教育推廣協會,嘉義市,157739,手機攝影美圖編修班,45,20,9000,20240904,20241028
樹德科技大學,臺南市,157744,室內裝修工程管理實務班,72,22,16030,20240817,20241102
樹德科技大學,臺南市,157745,米麥點心與韓式豆沙裱花技法班,54,22,10690,20240908,20241117
社團法人雲林縣技職教育訓練鑑定發展協會,雲林縣,157749,樂齡長照據點健康促進活動人才培訓進階班,66,29,11200,20240818,20241027
社團法人臺南市勞工領袖協進會,臺南市,157753,內部講師班,54,16,8910,20240818,20241027
社團法人臺南市勞工領袖協進會,臺南市,157754,從古老經典易經出發學習現代溝通管理班,47,12,8910,20240826,20241021
財團法人成大研究發展基金會,臺南市,157756,心智圖法職場應用與思維邏輯訓練班,28,24,5560,20240810,20240831
財團法人成大研究發展基金會,臺南市,157757,投資工具與金融商品操作實務班,35,23,6640,20240901,20240929
財團法人成大研究發展基金會,臺南市,157758,專案管理人員培訓班,42,21,7960,20240907,20241012
國立嘉義大學,嘉義市,157767,臺灣咖啡產製銷技術實務基礎班,77,25,11400,20240803,20241019
