訓練單位名稱,縣市別辦訓地,課程代碼,課程名稱,訓練時數,訓練人次,每人訓練費用,開訓日期,結訓日期
國立嘉義大學,嘉義市,157769,基礎木工板類家具訓練班,98,25,15400,20240824,20241110
社團法人中華民國瑜伽舞蹈養生協會,嘉義市,157773,肚皮舞人才訓練班,24,20,4630,20240902,20241118
臺南市總工業會,臺南市,157774,職場多益英文提升班,36,20,6830,20240901,20241013
社團法人中華民國瑜伽舞蹈養生協會,嘉義市,157775,寶萊塢有氧舞蹈訓練班,36,20,6620,20240904,20241120
社團法人中華民國瑜伽舞蹈養生協會,嘉義市,157777,瑜珈教學人員應用實務班,60,20,9600,20240907,20241109
社團法人中華成人教育認證協會,臺南市,157783,多益單字文法及閱讀培訓班,36,24,6340,20240911,20241127
社團法人中華專業技能交流協會,雲林縣,157784,翻玩咖啡與輕食烘焙班,70,28,14400,20240901,20241103
社團法人中華藝術美學協會,臺南市,157788,綠色療癒植物景觀設計班,36,21,8880,20240831,20241005
大台南西餐服務人員職業工會,臺南市,157791,多國美食實務班,64,20,13200,20240903,20241031
社團法人台灣產訓技能推廣協會,嘉義市,157793,植萃淨膚保養品與手工皂實作班,36,18,8700,20240820,20241001
社團法人台灣產訓技能推廣協會,嘉義市,157794,職人咖啡烘焙與手沖技巧實作班,42,20,9000,20240824,20241005
社團法人台灣產訓技能推廣協會,嘉義市,157795,企業內部講師培訓班,30,18,5680,20240827,20241003
台南市人體彩繪從業人員職業工會,臺南市,157800,創意美髮彩繪班,47,26,12480,20240825,20241027
社團法人台灣創造活動發展協會,臺南市,157801,AutoCAD電腦輔助機械製圖A班,54,23,8910,20240901,20241027
雲林縣美睫眉藝造型職業工會,雲林縣,157804,多元行動美業網路行銷班,66,25,11400,20240905,20241121
社團法人嘉義市咖啡飲料調製餐旅文創協會,嘉義市,157806,現代下午茶創意烘焙點心實務訓練班,60,30,8640,20240818,20241020
社團法人臺南市敦親睦鄰關懷協會,臺南市,157812,手語多元技能培力實務班,45,20,8530,20240903,20241217
社團法人臺南市敦親睦鄰關懷協會,臺南市,157813,居家收納整理培力實務A班,45,25,8530,20240921,20241109
社團法人台灣智能防災工程安全衛生管理職能發展協會,臺南市,157818,ESG與碳盤查內部查證人員訓練班,42,25,7960,20240813,20241126
社團法人中華職訓教育發展協會,臺南市,157821,匠心皮藝手作班,108,22,24050,20240830,20241227
社團法人中華職訓教育發展協會,臺南市,157822,異國美食巡禮烹飪班,102,20,21030,20240831,20241221
社團法人中華攝影師技能教育協會,臺南市,157824,手機動態錄影YOUTUBER社群影音製作班,42,25,7960,20240818,20240929
社團法人台灣藝術教育發展協會,臺南市,157827,Photoshop影像後製合成設計班,42,24,7960,20240817,20241116
社團法人台灣藝術教育發展協會,臺南市,157828,Illustrator商業平面設計班,42,24,7960,20240908,20241013
社團法人台灣產業職能發展協會,臺南市,157830,CANVA質感設計班,18,20,3400,20240904,20240920
社團法人台灣產業職能發展協會,臺南市,157831,AI啟動文書自動化班,18,20,3400,20240905,20240926
財團法人台南勞資事務基金會,臺南市,157838,人資有效支持ESG運作實務班,36,24,6590,20240817,20240928
社團法人雲林縣婦女新知協會,雲林縣,157849,和風時尚拼布製作實務班,84,28,18700,20240818,20241117
社團法人雲林縣婦女新知協會,雲林縣,157850,咖啡飲調暨日嚐點心製作班,84,26,16600,20240829,20241205
社團法人雲林縣婦女新知協會,雲林縣,157851,多肉觀葉植栽暨植物精油皂製作班,78,24,17370,20240831,20241123
中華民國髮藝美容造型技術指導員職業工會全國聯合會,臺南市,157854,傳統整復推拿實務班,127,24,21320,20240824,20241221
中華民國髮藝美容造型技術指導員職業工會全國聯合會,臺南市,157855,純淨妝皂手作班,102,22,22720,20240907,20241228
台南市男子理髮職業工會,臺南市,157857,男子快剪造型及頭皮養護班,91,20,20800,20240908,20241201
台南市總工會,臺南市,157858,皮件雕刻應用班,54,25,12020,20240826,20241007
台南市總工會,臺南市,157859,實作銀飾工藝進階班,47,20,12030,20240820,20241017
訊亞企業股份有限公司附設職業訓練中心,臺南市,157866,職場辦公室軟體與進階培訓班,63,23,10390,20240817,20241026
訊亞企業股份有限公司附設職業訓練中心,臺南市,157867,Q版文創商品美工與AI生成班,45,23,8500,20240822,20241014
嘉義縣製茶業職業工會,嘉義市,157873,茶葉產製銷的剖析與運用訓練班,60,28,12000,20240829,20240913
中華民國模板業總工會,嘉義市,157877,輕鬆學日語會話班,36,23,6830,20240817,20241102
嘉義市模板業職業工會,嘉義市,157879,AutoCAD建築製圖實務訓練班,45,26,8420,20240819,20240919
台南市美髮及美容美體業產業工會,臺南市,157880,專業美容護膚與基礎彩妝技能班,47,24,10800,20240815,20241004
嘉義市男子髮藝造型職業工會,嘉義市,157885,男女髮型快剪燙染造型設計班,96,22,22170,20240903,20241226
雲林縣商店售貨職業工會,雲林縣,157892,格子洋裝與平車格子織物應用班,60,24,13360,20240902,20241106
嘉義市經絡調理服務人員職業工會,嘉義市,157894,經絡調理按摩與牛角輔具運用班(平日班),66,20,7690,20240819,20241104
嘉義市經絡調理服務人員職業工會,嘉義市,157895,經絡調理按摩與牛角輔具運用班(假日班),66,20,7690,20240825,20241103
高雄市外燴飲食職業工會,高雄市,157902,中餐烹調實作班,104,30,21400,20240817,20240928
高雄市外燴飲食職業工會,高雄市,157903,異國料理製作班,100,25,20600,20240831,20241012
大台南美姿禮儀造型職業工會,臺南市,157908,婚禮會場佈置設計與從業人員服務禮儀班,78,26,17370,20240822,20241126
大台南美姿禮儀造型職業工會,臺南市,157909,美容與芳療保健實務班,75,26,17320,20240829,20241128
大台南美姿禮儀造型職業工會,臺南市,157910,室內展場空間設計班,75,26,16700,20240911,20241204
高雄市製粉加工職業工會,高雄市,157912,烘焙蛋糕麵包實作班,104,30,21400,20240824,20241005
高雄市製粉加工職業工會,高雄市,157913,經典烘焙蛋糕麵包班,100,25,20600,20240907,20241019
台南市理燙髮美容材料運送職業工會,臺南市,157925,彩妝工具與護膚應用班,91,25,20500,20241001,20241224
社團法人臺南市不動產教育發展研究協會,臺南市,157926,不動產經紀人土地法規實務班,36,25,6830,20240803,20240914
社團法人臺南市不動產教育發展研究協會,臺南市,157927,不動產經紀人民法實務班,36,24,6830,20240812,20241028
社團法人臺南市不動產教育發展研究協會,臺南市,157928,不動產經紀人土地稅法規實務班,24,25,4540,20240809,20240927
社團法人臺南市不動產教育發展研究協會,臺南市,157929,不動產經紀相關法規研析班,24,25,4540,20240903,20241029
社團法人中華亞洲智能健康促進協會,高雄市,157936,健身運動體適能實務班,30,20,5690,20240901,20240929
雲林縣幼兒托育職業工會,雲林縣,157937,坐月子服務人員訓練班,84,26,17320,20240824,20241109
雲林縣幼兒托育職業工會,雲林縣,157938,健康食力造型烘焙班,84,28,17300,20240831,20241116
雲林縣幼兒托育職業工會,雲林縣,157939,天然植萃精油入皂舒活班,84,26,18700,20240906,20241122
國立虎尾科技大學,雲林縣,157941,塑膠射出成型模流分析應用班,24,25,3300,20240824,20240914
社團法人屏東縣職能發展訓練協會,高雄市,157944,婚禮佈置與花飾小品設計班,78,25,16800,20240907,20241130
屏東縣花藝設計製作職業工會,屏東縣,157946,節慶花藝設計班,45,24,11500,20240813,20241126
屏東縣花藝設計製作職業工會,屏東縣,157947,花束與花卉創意設計班,45,24,11500,20240814,20241120
屏東縣花藝設計製作職業工會,屏東縣,157948,花束與花卉創意設計班,45,24,11500,20240819,20241202
屏東縣花藝設計製作職業工會,屏東縣,157949,花卉藝術設計班,78,19,17300,20240830,20241129
屏東縣花藝設計製作職業工會,屏東縣,157950,婚禮佈置與花飾小品設計班,78,19,17300,20240904,20241127
雲林縣美姿禮儀造型職業工會,雲林縣,157952,婚禮會場花藝佈置班,78,24,17370,20240827,20241126
雲林縣美姿禮儀造型職業工會,雲林縣,157953,花現美好囍愛花藝設計班,78,24,17370,20240828,20241127
嘉義市不動產仲介經紀商業同業公會,嘉義市,157954,不動產經紀人專業訓練班,126,20,16250,20240902,20241113
台灣機械業工會聯合會,臺南市,157955,日文初級班,36,25,6830,20240822,20241114
台灣機械業工會聯合會,臺南市,157956,越南語會話初級班,36,25,6830,20240904,20241120
台灣機械業工會聯合會,臺南市,157957,新多益能力提升班,36,25,6830,20240905,20241128
雲林縣婚禮設計服務人員職業工會,雲林縣,157960,陶囍香氛玩藝班,78,28,17370,20240824,20241123
雲林縣婚禮設計服務人員職業工會,雲林縣,157961,指尖浪漫凝膠美甲班,78,28,18000,20240905,20241205
中華藝能文創產業工會,高雄市,157963,手機拍攝技巧實務班,36,18,6300,20240906,20241122
嘉義縣不動產服務職業工會,嘉義市,157967,不動產買賣基礎實務班,45,24,7550,20240903,20241029
嘉義縣勞動力服務人員職業工會,嘉義縣,157970,午茶點心班,80,36,15840,20240825,20241124
嘉義縣勞動力服務人員職業工會,嘉義市,157972,木作技術人員訓練班,60,34,13360,20240907,20241109
雲林縣理燙髮美容職業工會,雲林縣,157981,精雕美甲凝膠創意設計班,84,28,19400,20240826,20241125
雲林縣理燙髮美容職業工會,雲林縣,157982,時尚髮藝染燙剪髮設計班,84,26,19350,20240827,20241203
雲林縣理燙髮美容職業工會,雲林縣,157983,芳香療法按摩保健養生班,78,28,18000,20240830,20241122
台東縣外燴服務人員職業工會,臺東縣,157984,中餐烹調訓練班,112,30,23050,20240902,20241105
社團法人台灣資產評估協會,高雄市,157991,買賣房屋評估與修繕工程實務班,39,18,7000,20240813,20241112
中華民國電腦商業同業公會全國聯合會,嘉義市,157996,手機拍出美感技巧實務班,42,24,7960,20240817,20240921
社團法人台灣多元性設計創作協會,高雄市,157999,AutoCAD電腦輔助機械製圖班,54,23,8910,20240824,20241019
財團法人鞋類暨運動休閒科技研發中心,高雄市,158000,皮件手工藝設計助理班,54,20,12020,20240818,20241013
財團法人鞋類暨運動休閒科技研發中心,高雄市,158002,皮件手工藝設計助理班,54,20,12020,20240824,20241019
南臺學校財團法人南臺科技大學,臺南市,158006,咖啡味覺探索與萃取科學班,30,25,6500,20240819,20241021
中華知識管理協會,臺南市,158011,人力資源管理與勞資爭議處理實務班,42,24,7960,20240817,20240921
雲林縣職業總工會,雲林縣,158013,創意拼布工藝應用班,84,26,18700,20240827,20241203
雲林縣職業總工會,雲林縣,158014,暮暮蒔花生活花藝班,84,28,18700,20240902,20241212
雲林縣職業總工會,雲林縣,158015,植感園藝綠活創作班,78,28,16730,20240908,20241208
社團法人中華民國南部科學園區產學協會,臺南市,158017,基礎主管核心培訓班,24,35,4550,20240817,20240907
社團法人嘉義縣聽語多重障礙福利協進會,嘉義縣,158025,居家清潔用品行銷技能班,60,25,10380,20240901,20241005
嘉義市髮藝美容造型技術指導員職業工會,嘉義市,158026,男子髮藝精剪燙染造型班,96,20,22170,20240822,20241212
社團法人臺南市心技能全齡學習推廣學會,臺南市,158028,日式點心暨伴手禮製作班,45,28,10000,20240819,20241125
社團法人臺南市心技能全齡學習推廣學會,臺南市,158029,新多益解題及閱讀訓練班,36,20,6750,20240902,20241118
群亞國際股份有限公司附設職業訓練中心,臺南市,158031,職場EXCEL實務應用班,45,20,8530,20240820,20241015
群亞國際股份有限公司附設職業訓練中心,臺南市,158032,稅務會計應用班,47,20,8900,20240824,20241012
群亞國際股份有限公司附設職業訓練中心,臺南市,158033,Canva AI 美編設計班,45,20,8530,20240908,20241027
社團法人臺南市生活美容發展協會,臺南市,158034,美體舒壓技能班,47,22,11780,20240812,20240916
嘉義縣工業會附設職業訓練中心,嘉義市,158048,吊升荷重在三公噸以上之固定式起重機操作人員安全衛生訓練班A班,38,20,7700,20240908,20241006
臺南市直轄市不動產代銷經紀商業同業公會,臺南市,158059,共有不動產處分與分割實務班,36,24,6830,20240813,20240924
臺南市就業服務商業同業公會,臺南市,158063,就業服務人力資源管理實務班,30,22,5600,20240831,20240928
臺南市不動產代銷經紀商業同業公會,臺南市,158064,不動產經紀人法規研析班,78,25,12870,20240813,20241112
臺南市直轄市電腦商業同業公會,臺南市,158066,職場 AI 工具運用班,30,21,5690,20240826,20241028
社團法人高雄市建築學會,高雄市,158072,都市更新與危老重建訓練實務案例解析班,24,15,4550,20240815,20241003
大台南勞動力服務人員職業工會,臺南市,158073,進階麵包烘焙實務班,64,20,13200,20240820,20241015
大台南芳薰香植物精油服務人員職業工會,臺南市,158075,精油經絡保健實務班,54,20,12300,20240907,20241102
嘉義市電腦商業同業公會,嘉義市,158079,ChatGPT及AI工具全攻略實務班,42,21,7950,20240824,20241005
台南市不動產經紀人職業工會,臺南市,158081,不動產經紀營業員進階訓練班,20,20,3680,20240812,20240826
台南市不動產經紀人職業工會,臺南市,158082,房地產買賣與稅務實務班,30,18,5500,20240902,20241104
台南市不動產經紀人職業工會,臺南市,158083,不動產經紀營業員進階訓練班,20,20,3680,20240909,20240923
社團法人高雄市慈恩教育文化協會,高雄市,158086,新AI影音創作與新媒體youtube頻道經營實務班,36,22,6770,20240823,20241108
社團法人高雄市慈恩教育文化協會,高雄市,158087,LINE@暨社群行銷策略實務班,36,22,6770,20240829,20241015
社團法人高雄市慈恩教育文化協會,高雄市,158088,數位行銷與社群媒體經營實務班,36,22,6770,20240831,20241005
社團法人高雄市慈恩教育文化協會,高雄市,158089,電子商務平台開店行銷經營實務班,36,22,6770,20240908,20241013
台南市運動場所服務職業工會,臺南市,158094,複合性有氧訓練實務班,30,20,5890,20240825,20240915
台南市運動場所服務職業工會,臺南市,158095,樂齡功能性實務班,24,20,4550,20240907,20240928
雲林縣拷克平車從業人員職業工會,雲林縣,158099,服飾製作班,52,20,10000,20240817,20241019
社團法人雲林縣勞工福利保護協會,雲林縣,158100,園藝盆栽培植班,54,25,11560,20240827,20241031
社團法人雲林縣勞工福利保護協會,雲林縣,158101,烙畫設計訓練進階班,42,24,10750,20240905,20241024
社團法人雲林縣勞工福利保護協會,雲林縣,158102,中西式烘焙技能班,78,25,15440,20240907,20241130
大台南園藝花卉業職業工會,臺南市,158104,自由花班,47,30,12020,20240822,20241219
大台南園藝花卉業職業工會,臺南市,158105,繞線原石水晶寶石UV班,47,25,12020,20240824,20241019
大台南園藝花卉業職業工會,臺南市,158106,職場簡報與美工應用班,54,18,8910,20240907,20241109
台南市時尚造型規劃設計職業工會,臺南市,158107,手工皂肌膚保養配方與造型設計實作班,47,25,10320,20240825,20241013
嘉義市芳療整體保養職業工會,嘉義市,158114,調香美膚保健應用班,72,30,15450,20240824,20241109
台南市指甲彩繪美容職業工會,臺南市,158117,手足保養沙龍凝膠美甲班,84,20,19400,20240901,20241201
台南市工業會,臺南市,158118,淨零碳規劃管理實務班,42,24,7900,20240909,20241028
高雄市推拿與民俗傳統療法職業工會,高雄市,158121,傳統整復推拿班,120,20,20500,20240826,20240920
社團法人台南市觀光協會,臺南市,158123,東南亞料理與港點製作班,84,30,13850,20240803,20241109
社團法人台南市觀光協會,臺南市,158124,立體雷雕設計與AI輔助實作班,60,22,10200,20240824,20241102
崑山科技大學,臺南市,158129,民法學士學分班,54,25,8910,20240904,20250108
崑山科技大學,臺南市,158130,實用旅遊日語班,42,25,6680,20240904,20241204
崑山科技大學,臺南市,158131,韓語基礎會話班,45,20,7020,20240905,20241219
實踐大學高雄校區,高雄市,158138,營所稅實務基礎應用班,24,17,3960,20240820,20241015
中華民國職業安全衛生協會附設高雄職業訓練中心,高雄市,158143,甲種職業安全衛生業務主管教育訓練班,42,31,5650,20240819,20240831
中華民國職業安全衛生協會附設高雄職業訓練中心,高雄市,158144,營造業甲種職業安全衛生業務主管教育訓練班,42,31,5650,20240909,20240924
屏東縣傳統推拿骨節整復師職業工會,高雄市,158152,傳統整復推拿基本手法應用班,56,22,9360,20240825,20241013
台灣省工礦安全衛生技師公會附設高雄職業訓練中心,高雄市,158154,職業安全衛生管理員訓練班,115,30,14500,20240819,20240930
社團法人屏東縣美食交流協會,屏東縣,158159,中餐烹調料理班,63,20,12990,20240818,20241006
財團法人成大研究發展基金會,高雄市,158162,手機ChatGPT個人秘書調教實作班,21,25,3970,20240817,20240831
財團法人成大研究發展基金會,高雄市,158163,企業財務報表解析與財務管理策略實務班,35,23,6640,20240901,20240929
社團法人嘉義市多元產業推廣協會,嘉義市,158166,創意特色烘焙點心飲品班,66,24,13250,20240821,20241106
社團法人嘉義市多元產業推廣協會,嘉義市,158167,藝術精油手工皂製作班,60,24,13000,20240829,20241112
高雄市不動產經紀人職業工會,高雄市,158172,不動產經紀營業員專業訓練班,20,23,3600,20240822,20240905
高雄市不動產經紀人職業工會,高雄市,158173,不動產經紀人專業訓練班,30,23,5070,20240911,20241002
大高雄總工會,高雄市,158174,美甲沙龍設計班,54,24,8800,20240831,20241026
社團法人台灣手工藝文創協會,高雄市,158176,冷製皂清潔實務班,47,20,12000,20240901,20241013
社團法人台灣手工藝文創協會,高雄市,158177,妝品配方設計班,45,20,11520,20240909,20241223
財團法人亞太綜合研究院,高雄市,158178,商用日語實務班,42,20,7800,20240902,20241209
財團法人亞太綜合研究院,高雄市,158179,職場生活英語會話班,42,20,7800,20240904,20241211
高雄市幼兒托育職業工會,高雄市,158180,育兒照顧技巧實務班,36,20,6950,20240810,20240907
高雄市幼兒托育職業工會,高雄市,158181,育兒照顧技巧實務班,36,20,6950,20240827,20240904
高雄市輔育人員職業工會,高雄市,158183,育兒照顧技能輔導班,30,20,5850,20240907,20241005
義守大學,高雄市,158186,觀光日文實務訓練班,45,25,8100,20240816,20241213
義守大學,高雄市,158187,記帳士專業初階訓練班,78,30,12870,20240817,20241109
義守大學,高雄市,158188,自行車維修初階班,36,20,7080,20240828,20241113
義守大學,高雄市,158189,自行車在地領騎培訓初階班,38,20,6840,20240904,20241127
財團法人中國生產力中心附設台南服務處,臺南市,158193,職業衛生管理師(抵充59小時)訓練班,59,30,9100,20240820,20240920
財團法人中國生產力中心附設台南服務處,臺南市,158194,職業安全管理師(抵充43小時)訓練班,43,30,7300,20240910,20241001
財團法人中國生產力中心附設台南服務處,臺南市,158195,職業安全衛生管理員訓練A班,115,40,11500,20240910,20241108
樹德科技大學,高雄市,158197,投資理財實務學士學分班,54,32,8910,20240827,20241029
社團法人臺南市芳療美容整體造型推廣學會,臺南市,158212,芳香精油能量應用人員培訓班,66,20,14780,20240901,20241110
社團法人臺南市芳療美容整體造型推廣學會,臺南市,158213,芳香精油調製實務班第01期,51,20,11700,20240903,20241231
社團法人臺南市芳療美容整體造型推廣學會,臺南市,158214,香草精油居家保健手作班,48,20,10900,20240911,20241225
社團法人中華企業資源交流協會,高雄市,158215,工業安全防火防爆與風險評估班,35,20,6300,20240817,20240907
社團法人高雄市企業管理交流協會,高雄市,158219,就業服務人員輔導班,42,20,7800,20240824,20241005
社團法人高雄市企業管理交流協會,高雄市,158220,Podcast聲音自媒體培訓班,30,25,5600,20240825,20240922
社團法人高雄市企業管理交流協會,高雄市,158221,勞動法規暨勞健保應用班,30,23,5400,20240903,20241008
社團法人台灣產業人才培育協會,高雄市,158223,理財商品規劃實務班,42,21,7960,20240817,20240928
大台南總工會,臺南市,158226,服裝打版與縫製班,47,25,12020,20240819,20241014
大台南總工會,臺南市,158227,珠寶編織設計班,47,20,12020,20240824,20241012
大台南總工會,臺南市,158228,蝶谷巴特捏塑班,47,25,12020,20240901,20241027
大台南花藝設計製作職業工會,臺南市,158232,歐式花藝創作班,47,25,12020,20240829,20241226
社團法人雲林縣新移民姊妹協會,雲林縣,158233,異國風味料理班,66,25,13000,20240825,20241103
社團法人中華民國不動產教育平台訓練協會,高雄市,158235,不動產經紀人民法及估價專業班,64,18,10560,20240827,20241022
台灣區冷凍空調工程工業同業公會,臺中市,158237,冷凍空調安裝及維修基礎班,96,30,15600,20240818,20240928
台中市總工會,臺中市,158241,手作機車包進階班,72,25,14500,20240810,20241102
台中市總工會,臺中市,158242,拼布實作進階班,54,25,10600,20240819,20241216
台中市總工會,臺中市,158243,日文進階V班,36,20,6700,20240904,20241127
台中市總工會,臺中市,158244,Office應用初階班,45,20,8000,20240909,20241216
弘光科技大學,臺中市,158249,日語N5基礎文法會話班,36,24,6080,20240831,20241012
弘光科技大學,臺中市,158250,不動產經紀人訓練班,48,26,7130,20240901,20241027
社團法人高雄市長榮大學校友會,高雄市,158260,不動產經紀人專業班,136,20,21130,20240904,20241225
臺南市總工業會附設職業訓練中心,臺南市,158263,急救人員安全衛生教育訓練A班,16,25,3180,20240820,20240822
臺南市總工業會附設職業訓練中心,臺南市,158264,職業安全衛生管理實務訓練班,42,20,7900,20240825,20240929
臺南市總工業會附設職業訓練中心,臺南市,158265,丙種職業安全衛生業務主管班,21,20,3980,20240827,20240829
高雄市人民團體聘僱人員職業工會,高雄市,158268,小型家電基礎維修班,30,24,7270,20240821,20241023
高雄市人民團體聘僱人員職業工會,高雄市,158269,數位攝影M模式實務應用班,45,20,8500,20240903,20241126
高雄市就業服務商業同業公會,高雄市,158271,就業服務與勞動法令輔導班,36,23,6800,20240908,20241013
社團法人台中市生活美學協會,臺中市,158274,實用基礎日語及會話應用班,42,20,7960,20240901,20241013
財團法人金屬工業研究發展中心,臺中市,158277,鋼鐵材料選材與技術應用班,36,24,6800,20240819,20240923
逢甲大學,臺中市,158281,Python程式設計基礎班,48,27,7920,20240907,20241026
臺中市飾品創作市集交流發展協會,臺中市,158284,皮雕多元創作手縫班,90,24,16300,20240908,20241229
中華民國勞動災害防止協會附設高雄職業訓練中心,高雄市,158286,甲種職業安全衛生業務主管教育訓練班,42,20,6600,20240817,20240901
中華民國勞動災害防止協會附設高雄職業訓練中心,高雄市,158287,隧道等襯砌作業主管教育訓練班,18,20,3400,20240827,20240905
社團法人台灣勞工大聯盟協會,屏東縣,158298,清潔皂品實務班,47,16,12000,20240831,20241116
社團法人台灣勞工大聯盟協會,屏東縣,158299,AI應用與數位行銷班,39,14,7400,20240905,20241205
社團法人屏東縣終身學習大學教育推廣協會,屏東縣,158301,實用面相學基礎班,30,14,5690,20240819,20241021
社團法人屏東縣終身學習大學教育推廣協會,屏東縣,158302,水塔清洗基礎班,30,12,7500,20240820,20241029
社團法人屏東縣終身學習大學教育推廣協會,屏東縣,158303,犬貓寵物照護基礎班,47,16,9350,20240831,20241116
屏東縣產職業聯合總工會,屏東縣,158308,手機攝影技巧實務班,39,14,7400,20240816,20241108
屏東縣產職業聯合總工會,屏東縣,158309,傢飾彩繪實務班,47,12,12000,20240824,20241109
屏東縣產職業聯合總工會,屏東縣,158310,芳療舒壓保健實作班,45,12,11950,20240828,20241204
屏東縣產職業聯合總工會,屏東縣,158311,芳療舒壓按摩實作班,45,12,11950,20240904,20241211
社團法人高雄市資訊培育協會,高雄市,158327,Excel商用範例實作班,30,22,5680,20240820,20240924
社團法人高雄市資訊培育協會,高雄市,158328,AutoCAD電腦輔助製圖設計實務班,45,21,8520,20240821,20241009
屏東縣青草藥製造職業工會,屏東縣,158331,青草藥運用調製班,45,25,11050,20240822,20241205
屏東縣青草藥製造職業工會,屏東縣,158332,青草藥保健實務班,47,16,11520,20240901,20241020
高雄市爭議調處人員職業工會,高雄市,158336,爭議調處與衝突管理班,36,25,6300,20240825,20240929
